"","GK1","GK2","DEF1","DEF2","DEF3","DEF4","DEF5","MID1","MID2","MID3","MID4","MID5","FWD1","FWD2","FWD3","Points","Cost","OK"
"Player291","Guaita","Dubravka","Alexander-Arnold","Azpilicueta","Gomez","Baldock","Egan","Rice","Mahrez","Tielemans","Rashford","Chamberlain","Vardy","Ings","Adams",2124,100,TRUE
"Player369","Pope","Schmeichel","Egan","Doherty","Stevens","Mina","van Dijk","Moutinho","Lundstram","Fernandes","Maddison","McArthur","Ings","Jesus","Richarlison",2124,99.5,TRUE
"Player921","Ederson","Guaita","Bednarek","Tarkowski","Robertson","van Dijk","Mee","De Bruyne","Hourihane","Traoré","Lundstram","Zaha","Jesus","Ings","McBurnie",2124,100,TRUE
"Player39","Lloris","Patrício","Lindelöf","Stevens","Ward","Tarkowski","Alexander-Arnold","Xhaka","Højbjerg","Tielemans","Rashford","De Bruyne","Jiménez","Ings","Rodriguez",2124,100,TRUE
"Player888","Ryan","Ederson","Pereira","Jonny","Dunk","Alexander-Arnold","Otamendi","Ward-Prowse","Rashford","Trossard","Douglas Luiz","Dendoncker","Vardy","Ings","Jiménez",2124,98,TRUE
"Player656","Ederson","Dubravka","van Dijk","Dunk","Baldock","Chilwell","Aurier","Sterling","Mount","Wijnaldum","Milivojevic","Saint-Maximin","Maupay","Martial","Vardy",2124,100,TRUE
"Player822","Pope","Ryan","Robertson","Pereira","Stevens","Stephens","Doherty","Ward-Prowse","Neves","Xhaka","Sterling","Grealish","Firmino","Ayew","Jiménez",2124,99,TRUE
"Player794","Schmeichel","Pope","Tarkowski","Robertson","Aurier","Alexander-Arnold","Chilwell","Dendoncker","Ritchie","Rodrigo","Mahrez","Wijnaldum","Mousset","Jiménez","Martial",2124,95,TRUE
"Player953","Patrício","Henderson","Egan","Mings","Mee","Gomez","Tarkowski","De Bruyne","Mahrez","Rashford","Grealish","Lundstram","Wood","Ayew","Joelinton",2124,97.5,TRUE
"Player472","Ryan","Schmeichel","Doherty","Walker","Evans","Diop","Dunk","De Bruyne","Jorginho","Zaha","Mahrez","Neves","Firmino","Wood","Jiménez",2124,99,TRUE
"Player533","Alisson","Patrício","Tarkowski","Saïss","Azpilicueta","van Aanholt","Alexander-Arnold","Ward-Prowse","Lundstram","Salah","Xhaka","El Ghazi","Vardy","Maupay","Abraham",2124,100,TRUE
"Player891","Arrizabalaga","Pickford","Robertson","Stevens","van Dijk","Bertrand","Evans","Ndidi","Fleck","Noble","De Bruyne","Mount","Vardy","Ings","Calvert-Lewin",2124,99.5,TRUE
"Player884","Ryan","Pope","Basham","Doherty","Baldock","Pieters","David Luiz","Saint-Maximin","Harry Wilson","Ward-Prowse","Maddison","De Bruyne","Martial","Jesus","Jiménez",2124,99,TRUE
"Player279","Pickford","Patrício","Alexander-Arnold","van Dijk","Baldock","Doherty","Coady","Rodrigo","Maddison","Saint-Maximin","Grealish","Mount","Haller","Ayew","Vardy",2124,95.5,TRUE
"Player728","Guaita","Pope","Dunk","Taylor","van Dijk","Aurier","Baldock","Lundstram","Mané","Trézéguet","Tielemans","Son","McBurnie","Maupay","Jiménez",2123,97,TRUE
"Player304","Arrizabalaga","Patrício","Dunk","Saïss","Diop","van Dijk","Tarkowski","Westwood","James","Traoré","Mané","Lundstram","Ings","Wood","Vardy",2123,98,TRUE
"Player753","Fabianski","Patrício","Azpilicueta","O'Connell","David Luiz","van Dijk","Tarkowski","Ward-Prowse","Almirón","Pérez","Mahrez","De Bruyne","Richarlison","Abraham","Ayew",2123,99,TRUE
"Player746","Ederson","Schmeichel","Evans","van Dijk","Egan","Azpilicueta","Webster","Saint-Maximin","Wijnaldum","Moutinho","Rodrigo","Sterling","Vardy","Jiménez","Richarlison",2123,99,TRUE
"Player69","Ryan","Ederson","Alexander-Arnold","O'Connell","Stevens","Doherty","Targett","Pérez","Douglas Luiz","Zaha","De Bruyne","Ritchie","Martial","Calvert-Lewin","Firmino",2123,99.5,TRUE
"Player785","Alisson","Patrício","Saïss","Wan-Bissaka","Egan","Evans","Maguire","Son","Mahrez","Moutinho","Salah","Lundstram","Rodriguez","Ings","Haller",2123,99.5,TRUE
"Player316","Leno","Alisson","Söyüncü","van Dijk","Maguire","Doherty","Mee","Wijnaldum","Ward-Prowse","De Bruyne","Mahrez","McTominay","Rodriguez","Martial","Richarlison",2123,99,TRUE
"Player164","Henderson","Leno","Jonny","Chilwell","Alexander-Arnold","Stevens","Doherty","De Bruyne","Fornals","Jorginho","Traoré","Noble","Antonio","Richarlison","Jesus",2123,99,TRUE
"Player773","Pope","Patrício","Ward","Bednarek","Doherty","Lindelöf","Robertson","Hourihane","Grealish","Fleck","Mané","Fornals","Jiménez","Wood","Ings",2123,99,TRUE
"Player982","Guaita","Ederson","Jonny","Digne","Aurier","Alexander-Arnold","Egan","Rice","Armstrong","Son","Lundstram","Bernardo Silva","Martial","Jesus","Richarlison",2123,99.5,TRUE
"Player553","Pickford","de Gea","Jonny","Tarkowski","van Dijk","Baldock","van Aanholt","Mané","Mahrez","Mount","Redmond","Shelvey","Calvert-Lewin","Ayew","Richarlison",2123,99.5,TRUE
"Player86","Dubravka","de Gea","Doherty","Basham","Jonny","Diop","Alexander-Arnold","Trézéguet","Rice","Zaha","De Bruyne","Lundstram","Maupay","Wood","Abraham",2123,94,TRUE
"Player932","Pickford","Henderson","Aurier","Tarkowski","Stephens","Evans","Mina","Norwood","Mahrez","De Bruyne","Ward-Prowse","Lundstram","Antonio","Jiménez","Ings",2123,97.5,TRUE
"Player380","Patrício","Pope","Evans","Alexander-Arnold","Stevens","Aurier","Alonso","McNeil","Douglas Luiz","Højbjerg","Rashford","De Bruyne","Wood","Lacazette","Calvert-Lewin",2123,100,TRUE
"Player736","Pope","de Gea","Alexander-Arnold","Digne","Aurier","Mings","Mee","Rashford","Douglas Luiz","Maddison","Pérez","Harry Wilson","Ings","Vardy","Wood",2123,98.5,TRUE
"Player354","Leno","Henderson","Doherty","Saïss","Mee","Tarkowski","Alexander-Arnold","Redmond","Lundstram","Fleck","Mooy","McArthur","Martial","Jiménez","Ings",2123,94,TRUE
"Player221","Ryan","Dubravka","Keane","Doherty","Evans","Jonny","Dunk","Mount","Sigurdsson","Ritchie","De Bruyne","McNeil","Ings","Maupay","Martial",2123,97,TRUE
"Player267","Dubravka","Schmeichel","Lindelöf","Egan","Dunk","Alexander-Arnold","Ward","Fornals","Snodgrass","El Ghazi","Rashford","Lundstram","Ings","Kane","Vardy",2123,100,TRUE
"Player708","Dubravka","Ryan","Wan-Bissaka","Stevens","van Dijk","Baldock","Tarkowski","Salah","Rice","Pérez","Traoré","Son","Kane","Antonio","Adams",2123,100,TRUE
"Player425","Pope","Henderson","Walker","Lindelöf","van Dijk","Chilwell","Robertson","Tielemans","Rice","Dendoncker","Salah","Saint-Maximin","Martial","Adams","Richarlison",2123,98,TRUE
"Player281","Dubravka","Ryan","Alderweireld","Egan","Stevens","Jonny","Saïss","Groß","Henderson","Mount","Zaha","De Bruyne","Martial","Jiménez","Abraham",2123,98,TRUE
"Player446","Pickford","McCarthy","Doherty","Coady","Lascelles","Robertson","Wan-Bissaka","Norwood","De Bruyne","Lundstram","Salah","Kouyaté","Adams","Abraham","Jiménez",2123,98.5,TRUE
"Player6","de Gea","Ederson","Baldock","Stevens","Digne","Alexander-Arnold","Doherty","Wijnaldum","De Bruyne","Hayden","Hourihane","Ndidi","Maupay","Martial","Wood",2123,97,TRUE
"Player32","Patrício","Pope","Fernández","Doherty","David Luiz","Stevens","Alexander-Arnold","Trossard","Saint-Maximin","Sterling","Redmond","Henderson","Antonio","Ings","Abraham",2123,98,TRUE
"Player752","Dubravka","Pickford","van Aanholt","Fernández","Doherty","Ogbonna","Wan-Bissaka","Noble","Dendoncker","De Bruyne","Mané","McTominay","Martial","Jiménez","Ayew",2123,99,TRUE
"Player128","Patrício","Pope","van Dijk","Stephens","Aurier","Wan-Bissaka","Coady","Mané","Norwood","Pérez","Lundstram","Jorginho","Ings","McBurnie","Martial",2123,96,TRUE
"Player761","Patrício","Henderson","Baldock","Ogbonna","Fredericks","Robertson","Wan-Bissaka","Trossard","Sterling","Zaha","Fornals","Lundstram","Wood","Jiménez","Vardy",2123,100,TRUE
"Player801","Henderson","Dubravka","Pereira","Webster","van Dijk","Alexander-Arnold","Otamendi","Ritchie","Lundstram","Aubameyang","McGinn","Wijnaldum","Martial","Jiménez","Maupay",2123,97.5,TRUE
"Player797","Leno","Pope","Stephens","Egan","David Luiz","Digne","Alexander-Arnold","Aubameyang","Westwood","Mahrez","Lundstram","Fabinho","Martial","Jiménez","Mousset",2123,100,TRUE
"Player428","de Gea","Alisson","Bednarek","Webster","Alexander-Arnold","Baldock","Coady","De Bruyne","Pröpper","Ndidi","Traoré","Almirón","Vardy","Martial","Abraham",2123,99,TRUE
"Player236","Patrício","Ryan","Aurier","David Luiz","van Dijk","Alderweireld","Lindelöf","De Bruyne","Pépé","Mount","Jota","Lundstram","Wood","Abraham","Jiménez",2123,99,TRUE
"Player313","Pope","Schmeichel","Söyüncü","Boly","Pereira","Robertson","Alexander-Arnold","Harry Wilson","Mooy","De Bruyne","El Ghazi","Neves","Wood","Abraham","Richarlison",2123,98,TRUE
"Player157","Dubravka","McCarthy","Baldock","Fredericks","van Dijk","Taylor","Dunk","Mahrez","Zaha","Lundstram","Harry Wilson","De Bruyne","Vardy","Abraham","Calvert-Lewin",2123,98,TRUE
"Player66","Guaita","Ryan","Doherty","Tarkowski","Mee","van Dijk","Digne","Armstrong","Rice","Xhaka","Tielemans","Aubameyang","Vardy","Calvert-Lewin","Ings",2122,98.5,TRUE
"Player427","Ederson","Patrício","Alexander-Arnold","O'Connell","Evans","Dunk","van Dijk","Traoré","Lundstram","Chamberlain","Douglas Luiz","Pérez","Vardy","Martial","Haller",2122,96.5,TRUE
"Player163","Pope","Alisson","Saïss","Taylor","Maguire","Coady","Azpilicueta","McNeil","De Bruyne","McGinn","Grealish","Hayden","Jiménez","Ings","Martial",2122,98.5,TRUE
"Player77","Dubravka","Ryan","Stevens","Coady","Alexander-Arnold","Gomez","Wan-Bissaka","Mooy","Rashford","El Ghazi","Mahrez","Lundstram","Jiménez","Calvert-Lewin","Richarlison",2122,96.5,TRUE
"Player928","Henderson","Dubravka","Fernández","Stevens","Keane","Alexander-Arnold","Dunk","Lundstram","Fornals","Pulisic","Salah","Pérez","Ayew","Abraham","Wood",2122,97.5,TRUE
"Player451","Henderson","Dubravka","Digne","Robertson","Aurier","Alexander-Arnold","Targett","Rodrigo","Westwood","Dendoncker","Aubameyang","Almirón","Maupay","Jiménez","Firmino",2122,99.5,TRUE
"Player114","Guaita","Pope","Doherty","Aurier","Baldock","Chilwell","Walker","Xhaka","Shelvey","Grealish","Salah","Jorginho","Jiménez","Abraham","Firmino",2122,99.5,TRUE
"Player80","Ryan","Henderson","van Aanholt","van Dijk","Webster","Jonny","Wan-Bissaka","Wijnaldum","Salah","Westwood","McTominay","Mahrez","Ings","Ayew","Richarlison",2122,96.5,TRUE
"Player997","Schmeichel","Guaita","Saïss","Stevens","Baldock","Jonny","Azpilicueta","Henderson","Mahrez","Son","Rashford","Traoré","Vardy","Calvert-Lewin","McBurnie",2122,100,TRUE
"Player568","Leno","Lloris","Robertson","Stevens","Söyüncü","van Dijk","Aurier","Dendoncker","Fleck","Barnes","Grealish","Mané","Maupay","Wood","Jiménez",2122,99,TRUE
"Player835","Pickford","Henderson","Cresswell","Jonny","Alexander-Arnold","Mee","Lindelöf","Trézéguet","Noble","Mané","Mount","Westwood","Abraham","Richarlison","Vardy",2122,99,TRUE
"Player259","Henderson","Ryan","Doherty","Azpilicueta","Robertson","Stevens","Jonny","Fleck","Maddison","Saint-Maximin","Rice","Pulisic","Calvert-Lewin","Ings","Vardy",2122,97.5,TRUE
"Player843","Pickford","Pope","Alexander-Arnold","Doherty","Lindelöf","Stevens","Saïss","De Bruyne","Xhaka","Snodgrass","Dendoncker","Redmond","Calvert-Lewin","Ings","Firmino",2122,99,TRUE
"Player370","Henderson","Schmeichel","Doherty","van Aanholt","Maguire","Walker","Tarkowski","Mount","McNeil","Pérez","Son","Noble","Ings","Maupay","Kane",2122,98.5,TRUE
"Player621","Pope","de Gea","Pieters","O'Connell","Stephens","Targett","Robertson","Mount","Grealish","Trossard","Ward-Prowse","Salah","Vardy","Maupay","Jiménez",2122,100,TRUE
"Player385","Ederson","Pope","Baldock","Tarkowski","Fredericks","Alexander-Arnold","Saïss","Rashford","Son","Henderson","Barnes","Fleck","McBurnie","Richarlison","Martial",2122,99.5,TRUE
"Player544","de Gea","Henderson","Keane","van Dijk","Mings","Robertson","Dunk","Rashford","Rice","Neves","Noble","Almirón","Vardy","Jiménez","Firmino",2122,98.5,TRUE
"Player510","Henderson","Leno","Robertson","Otamendi","O'Connell","Doherty","Baldock","Henderson","McTominay","Sigurdsson","De Bruyne","McGinn","Abraham","Jiménez","Ings",2122,98,TRUE
"Player390","Fabianski","Guaita","Robertson","Pereira","Doherty","Alexander-Arnold","Coady","Hayden","Lundstram","De Bruyne","Rice","Tielemans","Ayew","Calvert-Lewin","Firmino",2122,97.5,TRUE
"Player22","McCarthy","Ryan","van Aanholt","Digne","Stevens","Mee","Jonny","Rice","De Bruyne","Grealish","McTominay","Rashford","Jiménez","Maupay","Ings",2122,98,TRUE
"Player567","Schmeichel","Patrício","Bednarek","Tarkowski","Coady","Basham","Mings","Mané","Lucas Moura","Redmond","Mahrez","Wijnaldum","Abraham","Jiménez","Ings",2122,100,TRUE
"Player532","Guaita","Henderson","Fernández","Boly","Baldock","Coady","Evans","Salah","Ward-Prowse","Norwood","Westwood","Rashford","Abraham","Vardy","Ayew",2122,98.5,TRUE
"Player894","Pope","Fabianski","Fernández","Maguire","Baldock","Ward","Burn","De Bruyne","Lundstram","Salah","Westwood","Pröpper","Antonio","Jiménez","Vardy",2122,100,TRUE
"Player76","de Gea","Ryan","Webster","Wan-Bissaka","Alexander-Arnold","Bardsley","van Dijk","Almirón","McArthur","Son","Wijnaldum","McNeil","Vardy","Martial","Abraham",2122,97,TRUE
"Player320","Henderson","Patrício","Jonny","Azpilicueta","Stevens","Alexander-Arnold","Targett","Ward-Prowse","Fleck","El Ghazi","De Bruyne","Mooy","Vardy","Adams","Jiménez",2122,99,TRUE
"Player137","Leno","Dubravka","Robertson","Alexander-Arnold","Tarkowski","Wan-Bissaka","Lindelöf","Jota","Mané","Armstrong","Hourihane","Trossard","Ings","Abraham","Calvert-Lewin",2122,99.5,TRUE
"Player692","Dubravka","Ryan","van Dijk","Alexander-Arnold","Mings","Lascelles","Otamendi","Grealish","Sterling","McTominay","Ward-Prowse","Rashford","Jiménez","Maupay","Richarlison",2122,100,TRUE
"Player107","Pope","Dubravka","Ogbonna","Robertson","Doherty","David Luiz","Evans","Grealish","Lundstram","Westwood","Noble","Jorginho","Ings","Jiménez","Kane",2122,95,TRUE
"Player14","Guaita","Schmeichel","Basham","Dunk","Burn","Doherty","Egan","Groß","Grealish","Harry Wilson","De Bruyne","Son","Kane","Rodriguez","Ings",2122,100,TRUE
"Player600","Ederson","Schmeichel","Tarkowski","Basham","Stevens","Robertson","Baldock","Armstrong","Ndidi","Henderson","Mahrez","Trézéguet","Jiménez","Vardy","Calvert-Lewin",2122,95.5,TRUE
"Player383","de Gea","Pickford","Robertson","Burn","Dunk","Wan-Bissaka","Coady","De Bruyne","McTominay","El Ghazi","Fornals","Mahrez","Jiménez","Ayew","Vardy",2122,99.5,TRUE
"Player48","Guaita","Pickford","Fernández","Egan","van Aanholt","Robertson","Söyüncü","De Bruyne","Mané","Henderson","Jota","Trézéguet","Maupay","Richarlison","Wood",2122,100,TRUE
"Player699","Patrício","Guaita","Azpilicueta","Robertson","Saïss","Baldock","Fredericks","Armstrong","Salah","Grealish","Lundstram","Tielemans","Haller","Richarlison","Jiménez",2122,98,TRUE
"Player614","Patrício","Ryan","Egan","Evans","Doherty","Bertrand","Robertson","Ritchie","Armstrong","Sterling","Barnes","Dendoncker","Ings","Vardy","Ayew",2121,97,TRUE
"Player619","Schmeichel","Pope","Stevens","Aurier","Lascelles","van Dijk","Maguire","De Bruyne","Son","Armstrong","Maddison","Trézéguet","Ayew","Jesus","Wood",2121,99,TRUE
"Player124","Pope","Alisson","Robertson","Aurier","Lindelöf","Tarkowski","Evans","Mount","Noble","Henderson","Rodrigo","De Bruyne","Kane","Mousset","Jiménez",2121,99.5,TRUE
"Player916","Pope","Lloris","Aurier","Alexander-Arnold","Baldock","David Luiz","van Dijk","Salah","Snodgrass","Højbjerg","Jota","Norwood","Richarlison","Vardy","Ayew",2121,100,TRUE
"Player924","Guaita","Alisson","Basham","van Aanholt","Azpilicueta","Alexander-Arnold","Keane","Salah","Rice","Rodrigo","Rashford","Norwood","Jiménez","Richarlison","Wood",2121,100,TRUE
"Player373","Dubravka","Schmeichel","Walker","Doherty","Keane","van Dijk","Ogbonna","Rodrigo","Grealish","Hayden","Tielemans","De Bruyne","Lacazette","Jiménez","Ings",2121,100,TRUE
"Player512","Ederson","Patrício","Tarkowski","Wan-Bissaka","Fernández","Fredericks","Jonny","De Bruyne","Shelvey","Henderson","Son","Traoré","Ings","Ayew","Richarlison",2121,98,TRUE
"Player840","Henderson","Patrício","Aké","Söyüncü","David Luiz","Alexander-Arnold","Keane","Saint-Maximin","Traoré","Greenwood","Noble","De Bruyne","Ings","Wood","Martial",2121,100,TRUE
"Player506","Lloris","Ryan","Alexander-Arnold","Bertrand","Robertson","Tarkowski","Chilwell","Dendoncker","Lundstram","Salah","Pérez","Mooy","Calvert-Lewin","Martial","Abraham",2121,98,TRUE
"Player537","Alisson","Ryan","Doherty","Coady","Robertson","Azpilicueta","Alexander-Arnold","Alli","Douglas Luiz","Dendoncker","Mount","Trézéguet","Ings","Abraham","Richarlison",2121,96.5,TRUE
"Player256","Fabianski","Pope","Dunk","Egan","Baldock","Boly","Alexander-Arnold","Rashford","Traoré","Maddison","De Bruyne","Neves","Richarlison","Haller","Antonio",2121,100,TRUE
"Player323","Patrício","Pope","Pereira","Coady","Baldock","Robertson","Taylor","Pépé","McGinn","Mané","McTominay","Westwood","Jiménez","Abraham","Martial",2121,100,TRUE
"Player400","Dubravka","de Gea","Fredericks","Robertson","Aurier","Targett","Baldock","Pérez","Trézéguet","Ndidi","De Bruyne","Mount","Ings","Martial","Wood",2121,97,TRUE
"Player695","Guaita","Henderson","Stevens","Basham","Tarkowski","Azpilicueta","Cresswell","Noble","McArthur","Barnes","El Ghazi","Mané","Vardy","Martial","Abraham",2121,99.5,TRUE
"Player770","Pope","Henderson","Doherty","van Dijk","Pieters","Robertson","van Aanholt","Shelvey","Pérez","Tielemans","Milivojevic","Mount","Ings","Vardy","Haller",2121,97,TRUE
"Player199","de Gea","Pope","Chilwell","Alexander-Arnold","Alderweireld","Cresswell","van Dijk","De Bruyne","Barnes","Chamberlain","Dendoncker","Shelvey","Haller","Richarlison","Ings",2121,99.5,TRUE
"Player508","Ryan","Guaita","Dunk","Fernández","Walker","Baldock","Tarkowski","Snodgrass","Saint-Maximin","De Bruyne","Traoré","Mahrez","Firmino","Ings","Ayew",2121,98.5,TRUE
"Player902","Henderson","Pope","Basham","Coady","Saïss","Stevens","Tarkowski","Bernardo Silva","Henderson","De Bruyne","Fabinho","Pépé","Haller","Martial","Jiménez",2121,99,TRUE
"Player135","Ederson","Schmeichel","van Dijk","Bertrand","Wan-Bissaka","David Luiz","Dunk","Mané","Trossard","Almirón","Lundstram","Westwood","Vardy","Calvert-Lewin","Ings",2121,99.5,TRUE
"Player590","Henderson","Patrício","Saïss","van Dijk","Aké","Walker","Egan","Mahrez","Norwood","Henderson","Hayden","Salah","Haller","Jiménez","Vardy",2121,100,TRUE
"Player799","Leno","Henderson","Stephens","Alexander-Arnold","Doherty","O'Connell","Lascelles","De Bruyne","Ward-Prowse","Barnes","Xhaka","Mahrez","Antonio","Maupay","Vardy",2121,100,TRUE
"Player950","Dubravka","Guaita","Saïss","Doherty","Robertson","Ward","Burn","Moutinho","Son","Trézéguet","Mooy","Salah","Ings","Vardy","Calvert-Lewin",2121,99.5,TRUE
"Player419","Pickford","Pope","Keane","Dunk","Pieters","Mee","Fredericks","De Bruyne","Salah","Neves","Lundstram","Jota","Jiménez","Maupay","Martial",2121,99.5,TRUE
"Player583","Guaita","Ryan","Mee","Doherty","Lindelöf","Dunk","Bednarek","Rodrigo","Traoré","De Bruyne","Mahrez","Norwood","Martial","Rodriguez","Ings",2121,95.5,TRUE
"Player837","Ryan","Henderson","Wan-Bissaka","Evans","Basham","Egan","Jonny","Norwood","De Bruyne","Barnes","Grealish","Pérez","Wood","Richarlison","Maupay",2121,94.5,TRUE
"Player845","de Gea","Henderson","Tarkowski","Stevens","O'Connell","van Aanholt","van Dijk","Henderson","Saint-Maximin","Højbjerg","Mahrez","Barnes","Ings","Martial","Jesus",2121,97.5,TRUE
